side,price,size,time
buy,9132.01,0.0,2018-04-24T04:24:07.393Z
buy,9099.2,0.0015,2018-04-24T04:24:07.403Z
buy,9208.64,6.96169233,2018-04-24T04:24:07.507Z
buy,9208.65,24.53114858,2018-04-24T04:24:07.512Z
buy,9208.65,22.03114858,2018-04-24T04:24:07.513Z
buy,9183.79,0.0,2018-04-24T04:24:07.528Z
buy,9183.78,0.536045,2018-04-24T04:24:07.531Z
buy,9099.2,0.0,2018-04-24T04:24:07.555Z
buy,9198.02,0.0015,2018-04-24T04:24:07.609Z
buy,9165.01,0.0,2018-04-24T04:24:07.613Z
buy,9132.01,0.0015,2018-04-24T04:24:07.779Z
sell,9208.66,0.80802035,2018-04-24T04:24:07.792Z
buy,9198.97,0.0,2018-04-24T04:24:07.801Z
sell,9229.86,0.0,2018-04-24T04:24:07.802Z
sell,9227.09,0.9,2018-04-24T04:24:07.803Z
buy,9029.0,0.055999999999999994,2018-04-24T04:24:07.804Z
sell,9231.7,0.0,2018-04-24T04:24:07.808Z
buy,9199.52,0.01,2018-04-24T04:24:07.810Z
sell,9227.09,0.0,2018-04-24T04:24:07.810Z
buy,9029.01,0.001,2018-04-24T04:24:07.812Z
buy,9183.78,0.0,2018-04-24T04:24:07.813Z
sell,9229.27,0.9,2018-04-24T04:24:07.814Z
sell,9232.03,0.9,2018-04-24T04:24:07.816Z
sell,9233.88,0.9,2018-04-24T04:24:07.820Z
buy,9198.02,0.0,2018-04-24T04:24:07.824Z
buy,9185.95,0.536045,2018-04-24T04:24:07.827Z
sell,9229.27,1.8,2018-04-24T04:24:07.828Z
buy,9132.01,0.0,2018-04-24T04:24:07.847Z
buy,9099.2,0.0015,2018-04-24T04:24:07.856Z
buy,9165.01,0.0015,2018-04-24T04:24:07.872Z
buy,9199.52,0.0,2018-04-24T04:24:07.873Z
sell,9289.99,1.1427100000000001,2018-04-24T04:24:07.948Z
sell,9289.99,1.04037,2018-04-24T04:24:07.953Z
sell,9289.99,1.0362,2018-04-24T04:24:07.955Z
sell,9289.99,1.01365,2018-04-24T04:24:07.957Z
sell,9289.99,1.011,2018-04-24T04:24:07.959Z
sell,9334.65,0.13392,2018-04-24T04:24:07.963Z
buy,9126.01,0.24878000000000003,2018-04-24T04:24:07.980Z
buy,9165.01,0.0,2018-04-24T04:24:07.995Z
buy,9132.22,0.05625119,2018-04-24T04:24:08.001Z
buy,9099.22,0.0015,2018-04-24T04:24:08.015Z
buy,9099.2,0.0,2018-04-24T04:24:08.018Z
buy,9066.22,0.0015,2018-04-24T04:24:08.022Z
buy,9198.02,0.0015,2018-04-24T04:24:08.028Z
buy,9182.74,0.0,2018-04-24T04:24:08.050Z
buy,9205.96,0.0017699999999999999,2018-04-24T04:24:08.051Z
buy,9199.72,0.01,2018-04-24T04:24:08.052Z
buy,9198.02,0.0,2018-04-24T04:24:08.087Z
buy,9165.01,0.0015,2018-04-24T04:24:08.112Z
buy,9199.72,0.0,2018-04-24T04:24:08.148Z
buy,9099.22,0.0,2018-04-24T04:24:08.396Z
buy,9198.02,0.0015,2018-04-24T04:24:08.409Z
buy,9029.01,0.0,2018-04-24T04:24:08.416Z
buy,9132.22,0.05475119,2018-04-24T04:24:08.417Z
buy,9165.01,0.0,2018-04-24T04:24:08.419Z
buy,9099.22,0.0015,2018-04-24T04:24:08.426Z
buy,9029.0,0.057,2018-04-24T04:24:08.427Z
buy,9198.02,0.0,2018-04-24T04:24:08.459Z
buy,9132.22,0.05625119,2018-04-24T04:24:08.464Z
buy,7877.14,1.04468701,2018-04-24T04:24:08.478Z
buy,9165.01,0.0015,2018-04-24T04:24:08.481Z
buy,9066.22,0.0,2018-04-24T04:24:08.493Z
buy,9198.02,0.0015,2018-04-24T04:24:08.501Z
buy,9099.22,0.0,2018-04-24T04:24:08.510Z
buy,9132.22,0.05475119,2018-04-24T04:24:08.511Z
