side,price,size
sell,9338.37,0.50597151
sell,9338.59,0.0075
sell,9338.87,1
sell,9339,25.38356249
sell,9339.2,0.001
sell,9339.69,0.03
sell,9339.7,1.51318406
sell,9339.99,0.6439
sell,9340,26.211
sell,9340.36,0.007
sell,9341,0.001
sell,9341.24,0.001
sell,9341.48,0.01370448
sell,9342,0.001
sell,9342.04,30.4
sell,9343,0.02078102
sell,9343.07,0.0021
sell,9343.2,0.00655022
sell,9343.6,0.01656513
sell,9343.88,0.00276219
sell,9344,0.011
sell,9344.1,0.001
sell,9344.6,0.5
sell,9344.7,0.03
sell,9344.71,0.00112615
sell,9344.84,0.00532036
sell,9345,26.58634109
sell,9346,1.13374679
sell,9347,2.201
sell,9347.14,0.82508251
sell,9347.47,0.0054
sell,9347.71,0.007
sell,9348,0.001
sell,9348.11,0.06
sell,9348.14,0.01012
sell,9348.32,0.002
sell,9348.6,0.009
sell,9348.88,0.1
sell,9349,1.44177081
sell,9349.71,0.03
sell,9349.99,0.31
sell,9350,35.63340649
sell,9350.1,1
sell,9350.35,0.31404386
sell,9350.37,0.007
sell,9350.49,0.1
sell,9351,0.001
sell,9351.23,0.0061
sell,9351.99,0.00143271
sell,9352,0.0159515
sell,9352.45,0.01656513
sell,9353,0.004
sell,9353.22,0.001
sell,9354,0.001
sell,9354.72,0.03
sell,9355,0.0331
sell,9355.58,0.00277455
sell,9355.72,0.007
sell,9356,0.001
sell,9356.22,0.1
sell,9356.27,0.015
sell,9357,0.261
sell,9358,0.017
sell,9358.61,0.009
sell,9358.72,0.12388649
sell,9359,0.0572471
sell,9359.32,0.001
sell,9359.73,0.07
sell,9359.92,2.842
sell,9360,25.28413036
sell,9360.38,0.007
sell,9360.82,0.0039
sell,9360.88,0.0023
sell,9361,0.001
sell,9361.26,0.00205591
sell,9361.31,0.01656513
sell,9362,0.011
sell,9362.34,0.0019
sell,9363,0.004
sell,9363.24,0.001
sell,9363.51,0.2982
sell,9363.6,0.00653595
sell,9363.69,0.083
sell,9363.73,0.007
sell,9364,0.001
sell,9364.74,0.03
sell,9365,1.051
sell,9365.22,0.001
sell,9365.41,0.00564
sell,9365.58,0.038
sell,9365.85,0.03791898
sell,9366,0.101
sell,9367,0.101
sell,9367.08,30.53
sell,9367.29,0.00278659
sell,9367.44,0.1
sell,9367.48,0.0021
sell,9368,0.001
sell,9368.2,0.00532924
sell,9368.5,0.015
sell,9368.53,0.01067403
sell,9368.62,0.009
sell,9369,0.257
sell,9369.08,0.015
sell,9369.37,0.05
sell,9369.67,0.86565071
sell,9369.75,0.03
sell,9370,25.111
sell,9370.18,0.01656513
sell,9370.39,0.007
sell,9371,0.35948501
sell,9371.05,0.0855512
sell,9371.2,0.001
sell,9371.7,0.00212874
sell,9371.74,0.007
sell,9371.99,0.0106701
sell,9372,0.06163571
sell,9372.24,0.001
sell,9373,0.001
sell,9374,0.0135
sell,9374.4,0.02
sell,9374.76,0.03
sell,9374.88,5
sell,9374.99,0.01
sell,9375,1.2343
sell,9376,0.001
sell,9376.77,0.2328
sell,9376.83,0.01
sell,9377,0.10206596
sell,9377.2,0.0456
sell,9377.22,0.001
sell,9378,0.0577
sell,9378.63,0.009
sell,9378.69,0.01082794
sell,9378.71,0.0078
sell,9379,0.201
sell,9379.02,0.0027852
sell,9379.06,0.01656513
sell,9379.75,0.007
sell,9379.77,0.03
sell,9379.99,0.1
sell,9380,39.6418604
sell,9380.4,0.007
sell,9381,0.001
sell,9381.2,0.895
sell,9381.46,0.0056
sell,9382,0.007
sell,9382.07,0.85916895
sell,9383,0.40938848
sell,9383.75,0.03965
sell,9384,0.001
sell,9384.78,0.03
sell,9385,0.01092964
sell,9385.99,0.00154093
sell,9386,0.00515512
sell,9386.08,0.001
sell,9386.76,0.01
sell,9387,0.101
sell,9387.76,0.007
sell,9387.94,0.37717735
sell,9387.95,0.01656513
sell,9388,0.6658
sell,9388.48,0.2439331
sell,9388.58,0.048
sell,9388.64,0.009
sell,9388.88,0.53195269
sell,9389,0.101
sell,9389.12,0.001
sell,9389.79,0.03
sell,9389.99,0.5
sell,9390,1.0354
sell,9390.01,0.001
sell,9390.02,0.1
sell,9390.41,0.007
sell,9390.75,0.01278173
sell,9391,5.47387089
sell,9391.62,0.00533289
sell,9391.8,0.00562
sell,9392,2.03644323
sell,9392.15,0.02920017
sell,9392.5,3.0163761
sell,9393,0.001
sell,9393.49,0.0035
sell,9393.77,28.6
sell,9394,0.101
sell,9394.16,0.001
sell,9394.2,0.13591677
sell,9394.8,0.03
sell,9395,0.102
sell,9395.42,0.088
sell,9395.62,0.0025
sell,9395.77,0.007
sell,9395.99,0.001
sell,9396,0.008472
sell,9396.85,0.01656512
sell,9397,0.84717555
sell,9397.47,0.0054
sell,9397.85,0.00467426
sell,9398,0.321
sell,9398.14,0.001
sell,9398.26,0.95821049
sell,9398.31,0.02
sell,9398.46,0.00224938
sell,9398.65,0.009
sell,9398.76,0.001
sell,9398.81,0.0076
sell,9399,14.94400013
sell,9399.5,0.01
sell,9399.81,0.03
sell,9399.99,0.1115
sell,9400,30.43305061
sell,9400.42,0.007
sell,9400.54,0.02703421
sell,9401,0.16056682
sell,9401.1,0.03
sell,9401.4,0.14
sell,9402,0.001
sell,9402.09,0.905
sell,9402.12,0.0028
sell,9402.5,0.0027929
sell,9403,0.001
sell,9403.12,0.001
sell,9403.53,1.36290626
sell,9403.55,0.00937
sell,9403.78,0.007
sell,9404,0.001
sell,9404.82,0.03
sell,9405,0.001
sell,9405.52,0.002
sell,9405.75,0.01656513
sell,9405.76,0.01529
sell,9405.95,0.002
sell,9406,0.001
sell,9407,0.011
sell,9407.22,0.001
sell,9407.26,0.33133144
sell,9407.52,0.015
sell,9408,1.0132
sell,9408.66,0.009
sell,9409,0.001
sell,9409.12,0.001
sell,9409.4,0.0075
sell,9409.52,0.02810701
sell,9409.83,0.03
sell,9410,1.03344
sell,9410.01,0.001
sell,9410.43,0.007
sell,9410.45,0.3
sell,9410.72,0.0025972
sell,9410.82,0.01131782
sell,9411,0.001
sell,9411.1,0.001
sell,9411.11,0.022
sell,9411.78,0.005
sell,9411.79,0.047
sell,9412,1.70100797
sell,9412.4,0.003911
sell,9413,0.001
sell,9413.56,0.01275745
sell,9414,0.251
sell,9414.2,0.01792074
sell,9414.27,0.00277484
sell,9414.66,0.01656513
sell,9414.84,0.03
sell,9414.94,0.00318811
sell,9415,0.002
sell,9415.1,0.00534265
sell,9416,0.001
sell,9416.1,0.001
sell,9417,1.001
sell,9418,0.001
sell,9418.2,0.0056
sell,9418.67,0.009
sell,9418.81,0.02809474
sell,9419,0.001
sell,9419.33,32.43
sell,9419.55,0.00212324
sell,9419.8,0.007
sell,9419.82,0.015
sell,9419.85,0.03
sell,9419.97,0.02
sell,9420,1.00920308
sell,9420.11,0.072983
sell,9420.14,0.001
sell,9420.34,0.015
sell,9420.44,0.007
sell,9421,0.001
sell,9422,0.272
sell,9422.12,7.39253254
sell,9422.5,0.0281034
sell,9423,1.8456191
sell,9423.58,0.01656513
sell,9423.99,0.017
sell,9424,0.021
sell,9424.16,1
sell,9424.2,0.002
sell,9424.39,0.0016
sell,9424.86,0.03
sell,9424.99,0.01
sell,9425,0.73263284
sell,9425.17,0.00408
sell,9426,0.501
sell,9426.05,0.00277767
sell,9427.81,0.0092
sell,9427.87,0.0279
sell,9428.18,0.001
sell,9428.28,0.1
sell,9428.67,0.091
sell,9428.68,0.009
sell,9429.73,0.1
sell,9429.87,0.03
sell,9429.91,0.001599
sell,9430,0.0165487
sell,9430.01,0.080429
sell,9430.45,0.007
sell,9431,0.0025
sell,9431.11,0.1
sell,9431.65,0.001
sell,9432,0.00212246
sell,9432.2,0.0424
sell,9432.51,0.01656513
sell,9432.89,0.003
sell,9433.09,0.0072
sell,9433.15,0.015
sell,9434,1.008
sell,9434.24,0.03718978
sell,9434.88,0.03
sell,9435,0.8878495
sell,9435.54,0.002
sell,9435.82,0.007
sell,9436.08,0.001
sell,9436.4,0.0024
sell,9436.48,5.21626374
sell,9436.75,0.01
sell,9436.77,0.02810538
sell,9437.47,0.0129
sell,9437.85,0.0027742
sell,9438.64,0.00536739
sell,9438.69,0.009
sell,9439,1.01
sell,9439.89,0.03
sell,9439.99,0.5
sell,9440,1.15616662
sell,9440.46,0.007
sell,9441.14,0.001
sell,9441.45,0.01656513
sell,9442,4.063
sell,9443.21,0.02
sell,9443.8,0.11105908
sell,9443.83,0.007
sell,9443.97,26.8
sell,9444,0.118
sell,9444.26,0.001
sell,9444.44,2
sell,9444.48,0.02
sell,9444.9,0.03
sell,9445,0.83582766
sell,9445.96,0.015
sell,9446,0.05
sell,9447,2.18989932
sell,9447.47,0.0053
sell,9448,0.07699367
sell,9448.7,0.009
sell,9448.79,0.00518154
sell,9449,1.4874771
sell,9449.66,0.00277286
sell,9449.86,0.02804812
sell,9449.91,0.03
sell,9449.99,0.13
sell,9450,14.94122674
sell,9450.01,0.001595
sell,9450.22,0.01474736
sell,9450.4,0.01656513
sell,9450.47,0.007
sell,9450.77,0.49
sell,9452.02,0.001569
sell,9452.22,0.001
sell,9454.41,0.00249999
