side,price,size
buy,8852.58,0.04682963
buy,8852.06,0.07970688
buy,8852,0.1084727
buy,8851.88,0.05
buy,8851.67,0.001
buy,8851.57,0.08876708
buy,8851.49,0.65480501
buy,8851.23,0.0057
buy,8851,2.30891318
buy,8850.78,0.03
buy,8850.01,0.031
buy,8850,87.29819318
buy,8849.4,0.0225
buy,8849,0.62685
buy,8848.91,0.001
buy,8848,0.012
buy,8846.92,1
buy,8846,0.1226
buy,8845.72,0.03016645
buy,8845.67,0.42
buy,8845.65,0.01365
buy,8845.57,1
buy,8845,1.5
buy,8844.46,0.00553713
buy,8844.01,0.001
buy,8844,0.6
buy,8843.3,0.02
buy,8843.16,0.00607814
buy,8842.91,0.07465
buy,8842.11,0.0013776
buy,8842,0.002
buy,8841.55,0.3
buy,8841.3,0.001
buy,8841.24,0.04705036
buy,8841,2.04524375
buy,8840.85,0.01
buy,8840,0.17190162
buy,8838.5,0.02994012
buy,8838.33,0.0685452
buy,8837.77,9.8384
buy,8837.02,0.02994012
buy,8837,0.00122971
buy,8836.96,0.001
buy,8836.54,0.0011
buy,8836,2.1
buy,8835,0.003
buy,8834.01,0.001
buy,8834,0.008
buy,8833.66,0.00109637
buy,8833.4,0.01
buy,8833.04,0.0069
buy,8833,3.7962
buy,8832.76,0.23457679
buy,8832.61,0.001
buy,8832.02,0.002262
buy,8832,0.11
buy,8831,0.05433132
buy,8830,3.10633711
buy,8829.56,0.73954117
buy,8829,0.05
buy,8828.26,0.001
buy,8827.21,0.04709976
buy,8826,0.01
