side,price,size
buy,9374.67,0.01
buy,9374.4,0.01
buy,9374.21,0.1002
buy,9374.02,0.0031
buy,9374,0.03
buy,9373.61,0.2
buy,9373.47,0.00949068
buy,9373.34,0.25
buy,9373.23,0.5
buy,9373.03,10.174
buy,9372.82,0.025
buy,9372.23,0.001
buy,9372,0.58
buy,9371.08,0.00800335
buy,9371.06,0.0493
buy,9371,0.03
buy,9370.67,0.00335569
buy,9370.38,0.06
buy,9370.01,0.003
buy,9370,1.17559275
buy,9369.08,0.002
buy,9369,0.203203
buy,9368.99,0.55367489
buy,9368.21,0.001
buy,9368,0.50854
buy,9367.32,0.061
buy,9367,1
buy,9366.32,0.0886
buy,9366.22,5
buy,9365.01,0.062
buy,9365,1.8
buy,9364.72,0.00942888
buy,9363.96,0.01849402
buy,9363.23,0.5
buy,9363,0.00534016
buy,9362.58,3
buy,9362.37,0.01
buy,9362.11,0.001
buy,9362,2.5
buy,9361,0.78
buy,9360.01,0.083
buy,9360,3.07160787
buy,9359.08,0.002
buy,9359,0.042
buy,9358.23,0.5
buy,9358.2,0.10365241
buy,9358.09,0.0016
buy,9358.05,0.001
buy,9358,0.5
buy,9357.77,0.01889316
buy,9357.21,0.2625
buy,9357,0.171
buy,9356.23,0.5
buy,9356,0.5901
