side,price,size
sell,9812.3,0.01
sell,9812.35,0.025
sell,9812.57,0.01363341
sell,9812.75,0.0050062
sell,9812.93,0.007
sell,9812.97,0.0111
sell,9813,0.112
sell,9813.08,0.0085
sell,9813.42,0.06
sell,9813.48,0.015
sell,9813.49,0.03
sell,9813.56,0.02150836
sell,9813.99,0.001
sell,9814,1
sell,9814.19,0.4262
sell,9814.51,3.5
sell,9814.83,0.001536
sell,9814.9,0.02
sell,9815,1.23445066
sell,9815.47,0.01
sell,9815.98,0.009
sell,9815.99,0.031
sell,9816.14,0.001
sell,9816.34,0.01363341
sell,9816.49,0.005
sell,9816.81,0.001654
sell,9816.99,0.001
sell,9817,0.01
sell,9817.07,0.00975377
sell,9817.08,0.0085
sell,9817.3,0.00985352
sell,9817.36,0.025
sell,9817.4,0.00970632
sell,9817.68,0.001
sell,9818,0.32405594
sell,9818.14,0.01
sell,9818.18,0.5
sell,9818.5,0.03
sell,9819,0.008
sell,9819.07,0.015
sell,9819.09,1.741
sell,9819.26,0.00102248
sell,9819.3,0.5
sell,9819.74,0.001
sell,9819.94,0.007
sell,9819.95,0.00863184
sell,9819.98,0.002
sell,9819.99,0.0335
sell,9820,1.80500002
sell,9820.11,0.01363341
sell,9820.14,0.001
sell,9820.84,0.007
sell,9820.92,0.001
sell,9821,1.47
sell,9821.08,0.0085
sell,9821.17,0.003024
sell,9821.42,0.002
sell,9821.47,0.001
sell,9821.56,0.51818651
sell,9821.57,0.00102224
sell,9821.67,0.01
sell,9822,0.14486453
sell,9822.37,0.025
sell,9822.98,0.009
sell,9822.99,0.001
sell,9823,0.80472571
sell,9823.3,0.00287412
sell,9823.31,0.53516146
sell,9823.48,0.015
sell,9823.5,0.144
sell,9823.51,0.03
sell,9823.56,0.0022
sell,9823.62,0.0211
sell,9823.88,0.01363341
sell,9824,1.004
sell,9824.21,0.021
sell,9824.55,0.00102193
sell,9824.84,0.03
sell,9824.91,0.02
sell,9824.99,0.02494112
sell,9825,3.76470482
sell,9825.01,0.0072
sell,9825.03,1.5
sell,9825.08,0.0077
sell,9825.12,0.0208
sell,9825.2,0.97840817
sell,9825.25,1
sell,9825.35,0.11
sell,9825.47,0.001
sell,9825.63,0.00862962
sell,9825.77,0.00841934
sell,9825.87,0.00483522
sell,9825.99,0.001
sell,9826.66,0.0015
sell,9826.67,0.002
sell,9826.95,0.007
sell,9827,1.77898482
sell,9827.29,0.01868489
sell,9827.38,0.025
sell,9827.57,0.025
sell,9827.59,0.01187318
sell,9827.6,0.00407625
sell,9827.66,0.01363341
sell,9827.9,0.02438
sell,9828,0.014061
sell,9828.12,0.1057
sell,9828.25,0.001534
sell,9828.32,0.00948114
sell,9828.52,0.03
sell,9828.67,0.0085
sell,9828.79,0.002
sell,9828.84,0.03
sell,9828.99,0.001
sell,9829.08,0.015
sell,9829.45,0.00102142
